seed,epoch,avg_loss,accuracy,time_elapsed,optimizer,task
2,15,4.6285561472177505,0.0145,1.751593,BelOpt,modular_addition
2,16,4.619339406490326,0.0145,1.868004,BelOpt,modular_addition
2,17,4.612060502171516,0.0135,1.984595,BelOpt,modular_addition
2,18,4.6110029220581055,0.014,2.100679,BelOpt,modular_addition
2,19,4.603546917438507,0.0145,2.216935,BelOpt,modular_addition
2,20,4.5971173495054245,0.013,2.334248,BelOpt,modular_addition
2,21,4.592296853661537,0.014,2.450809,BelOpt,modular_addition
2,22,4.587952747941017,0.0145,2.567664,BelOpt,modular_addition
2,23,4.585897877812386,0.0135,2.685648,BelOpt,modular_addition
2,24,4.582272693514824,0.013,2.801833,BelOpt,modular_addition
2,25,4.577773451805115,0.013,2.917048,BelOpt,modular_addition
2,26,4.576853185892105,0.0145,3.033269,BelOpt,modular_addition
2,27,4.574889928102493,0.0135,3.149347,BelOpt,modular_addition
2,28,4.569174215197563,0.016,3.265642,BelOpt,modular_addition
2,29,4.570570692420006,0.0155,3.381916,BelOpt,modular_addition
2,30,4.5671416670084,0.0155,3.498568,BelOpt,modular_addition
2,31,4.56659035384655,0.0155,3.614292,BelOpt,modular_addition
2,32,4.563473746180534,0.014,3.731499,BelOpt,modular_addition
2,33,4.5599319487810135,0.0155,3.848565,BelOpt,modular_addition
2,34,4.560507372021675,0.015,3.963659,BelOpt,modular_addition
2,35,4.55925415456295,0.0145,4.079617,BelOpt,modular_addition
2,36,4.561406031250954,0.015,4.193687,BelOpt,modular_addition
2,37,4.556037560105324,0.016,4.308461,BelOpt,modular_addition
2,38,4.553671970963478,0.0155,4.422354,BelOpt,modular_addition
2,39,4.554629370570183,0.016,4.536765,BelOpt,modular_addition
2,40,4.554800182580948,0.014,4.6536,BelOpt,modular_addition
2,41,4.549945309758186,0.015,4.771734,BelOpt,modular_addition
2,42,4.549699828028679,0.0175,4.889731,BelOpt,modular_addition
2,43,4.549215406179428,0.0165,5.008099,BelOpt,modular_addition
2,44,4.551766455173492,0.016,5.124333,BelOpt,modular_addition
2,45,4.548609063029289,0.018,5.240817,BelOpt,modular_addition
2,46,4.547880172729492,0.0175,5.358079,BelOpt,modular_addition
2,47,4.547708630561829,0.018,5.474736,BelOpt,modular_addition
2,48,4.5459107011556625,0.017,5.591171,BelOpt,modular_addition
2,49,4.54740072786808,0.019,5.707581,BelOpt,modular_addition
2,50,4.546356350183487,0.0175,5.825374,BelOpt,modular_addition
0,1,6.2484660148620605,0.014,0.116943,BelOpt,modular_addition
0,2,5.8473240584135056,0.014,0.234237,BelOpt,modular_addition
0,3,5.592078015208244,0.013,0.351057,BelOpt,modular_addition
0,4,5.401756197214127,0.013,0.467647,BelOpt,modular_addition
0,5,5.228406012058258,0.013,0.5848,BelOpt,modular_addition
0,6,5.1067070215940475,0.014,0.701631,BelOpt,modular_addition
0,7,5.020858943462372,0.014,0.817604,BelOpt,modular_addition
0,8,4.940964162349701,0.014,0.93514,BelOpt,modular_addition
0,9,4.899980932474136,0.0135,1.051841,BelOpt,modular_addition
0,10,4.846326529979706,0.013,1.168371,BelOpt,modular_addition
0,11,4.809638649225235,0.014,1.283948,BelOpt,modular_addition
0,12,4.776938825845718,0.0135,1.399616,BelOpt,modular_addition
0,13,4.744453176856041,0.0125,1.515297,BelOpt,modular_addition
0,14,4.733881801366806,0.009,1.631114,BelOpt,modular_addition
0,15,4.716726675629616,0.0145,1.746981,BelOpt,modular_addition
0,16,4.6963343024253845,0.011,1.86256,BelOpt,modular_addition
0,17,4.691901966929436,0.0105,1.979066,BelOpt,modular_addition
0,18,4.675726041197777,0.0115,2.095498,BelOpt,modular_addition
0,19,4.6673897206783295,0.0125,2.212084,BelOpt,modular_addition
0,20,4.655674368143082,0.011,2.329199,BelOpt,modular_addition
0,21,4.653853818774223,0.0115,2.446796,BelOpt,modular_addition
0,22,4.63945896923542,0.0085,2.564157,BelOpt,modular_addition
0,23,4.642542168498039,0.0095,2.681593,BelOpt,modular_addition
0,24,4.631367921829224,0.009,2.799348,BelOpt,modular_addition
0,25,4.623949468135834,0.012,2.917036,BelOpt,modular_addition
0,26,4.620863273739815,0.01,3.033215,BelOpt,modular_addition
0,27,4.614989593625069,0.01,3.150503,BelOpt,modular_addition
0,28,4.610729545354843,0.012,3.267126,BelOpt,modular_addition
0,29,4.606243282556534,0.011,3.383636,BelOpt,modular_addition
0,30,4.606029570102692,0.012,3.499616,BelOpt,modular_addition
0,31,4.602436617016792,0.014,3.616119,BelOpt,modular_addition
0,32,4.597046345472336,0.0125,3.732155,BelOpt,modular_addition
0,33,4.5981573313474655,0.014,3.848166,BelOpt,modular_addition
0,34,4.589265450835228,0.0135,3.96446,BelOpt,modular_addition
0,35,4.595178335905075,0.012,4.080576,BelOpt,modular_addition
0,36,4.593900218605995,0.0135,4.198258,BelOpt,modular_addition
0,37,4.588668793439865,0.013,4.316035,BelOpt,modular_addition
0,38,4.583615452051163,0.0135,4.432648,BelOpt,modular_addition
0,39,4.583483889698982,0.015,4.548856,BelOpt,modular_addition
0,40,4.579829975962639,0.0145,4.664785,BelOpt,modular_addition
0,41,4.574464559555054,0.016,4.780793,BelOpt,modular_addition
0,42,4.574857741594315,0.0165,4.898332,BelOpt,modular_addition
0,43,4.572699934244156,0.016,5.013536,BelOpt,modular_addition
0,44,4.574279069900513,0.016,5.128251,BelOpt,modular_addition
0,45,4.57096441090107,0.0165,5.242607,BelOpt,modular_addition
0,46,4.570006817579269,0.0185,5.357071,BelOpt,modular_addition
0,47,4.565451338887215,0.018,5.471679,BelOpt,modular_addition
0,48,4.566385328769684,0.0185,5.587188,BelOpt,modular_addition
0,49,4.571955427527428,0.019,5.701106,BelOpt,modular_addition
0,50,4.5671016573905945,0.0185,5.815297,BelOpt,modular_addition
1,1,6.321699768304825,0.0085,0.115588,BelOpt,modular_addition
1,2,5.849268347024918,0.0095,0.234602,BelOpt,modular_addition
1,3,5.54724358022213,0.01,0.353112,BelOpt,modular_addition
1,4,5.321056604385376,0.011,0.470943,BelOpt,modular_addition
1,5,5.160727247595787,0.0105,0.588653,BelOpt,modular_addition
1,6,5.05389940738678,0.0095,0.706777,BelOpt,modular_addition
1,7,4.958866059780121,0.0095,0.825415,BelOpt,modular_addition
1,8,4.89337432384491,0.01,0.943884,BelOpt,modular_addition
1,9,4.854028820991516,0.0095,1.061596,BelOpt,modular_addition
1,10,4.802515774965286,0.011,1.178321,BelOpt,modular_addition
1,11,4.772408619523048,0.0105,1.294921,BelOpt,modular_addition
1,12,4.742939159274101,0.013,1.411196,BelOpt,modular_addition
1,13,4.724078580737114,0.0115,1.527456,BelOpt,modular_addition
1,14,4.710484564304352,0.0135,1.643898,BelOpt,modular_addition
1,15,4.691639482975006,0.011,1.760286,BelOpt,modular_addition
1,16,4.67925988137722,0.014,1.876666,BelOpt,modular_addition
1,17,4.6652059108018875,0.014,1.99384,BelOpt,modular_addition
1,18,4.662482142448425,0.0175,2.110945,BelOpt,modular_addition
1,19,4.644866794347763,0.017,2.229045,BelOpt,modular_addition
1,20,4.6428851038217545,0.017,2.345688,BelOpt,modular_addition
1,21,4.635599315166473,0.0175,2.462042,BelOpt,modular_addition
1,22,4.629624590277672,0.016,2.578632,BelOpt,modular_addition
1,23,4.623141229152679,0.0185,2.694924,BelOpt,modular_addition
1,24,4.616453140974045,0.017,2.811249,BelOpt,modular_addition
1,25,4.6167828887701035,0.017,2.92761,BelOpt,modular_addition
1,26,4.606055781245232,0.0175,3.045539,BelOpt,modular_addition
1,27,4.60459141433239,0.019,3.16387,BelOpt,modular_addition
1,28,4.600722625851631,0.018,3.282872,BelOpt,modular_addition
1,29,4.593035981059074,0.0175,3.402416,BelOpt,modular_addition
1,30,4.592020601034164,0.019,3.519414,BelOpt,modular_addition
1,31,4.5896104127168655,0.0175,3.637174,BelOpt,modular_addition
1,32,4.584394380450249,0.0185,3.75499,BelOpt,modular_addition
1,33,4.581888720393181,0.0185,3.872029,BelOpt,modular_addition
1,34,4.581662535667419,0.0175,3.989095,BelOpt,modular_addition
1,35,4.577024921774864,0.0185,4.105946,BelOpt,modular_addition
1,36,4.576827853918076,0.019,4.222735,BelOpt,modular_addition
1,37,4.575603470206261,0.0205,4.339026,BelOpt,modular_addition
1,38,4.573988243937492,0.0195,4.455924,BelOpt,modular_addition
1,39,4.573923513293266,0.0205,4.57206,BelOpt,modular_addition
1,40,4.5748308300971985,0.022,4.687412,BelOpt,modular_addition
1,41,4.570194527506828,0.0225,4.80345,BelOpt,modular_addition
1,42,4.568317502737045,0.0215,4.919386,BelOpt,modular_addition
1,43,4.5655621737241745,0.022,5.035963,BelOpt,modular_addition
1,44,4.565864488482475,0.023,5.154911,BelOpt,modular_addition
1,45,4.5606561452150345,0.0235,5.271928,BelOpt,modular_addition
1,46,4.562437981367111,0.0225,5.389169,BelOpt,modular_addition
1,47,4.5619777739048,0.024,5.506174,BelOpt,modular_addition
1,48,4.560855954885483,0.0235,5.623533,BelOpt,modular_addition
1,49,4.55683733522892,0.0235,5.740379,BelOpt,modular_addition
1,50,4.557296708226204,0.0235,5.856696,BelOpt,modular_addition
2,1,5.3992046266794205,0.009,0.115659,BelOpt,modular_addition
2,2,5.201183259487152,0.009,0.23263,BelOpt,modular_addition
2,3,5.065380647778511,0.009,0.350183,BelOpt,modular_addition
2,4,4.9559163600206375,0.0085,0.465756,BelOpt,modular_addition
2,5,4.88347926735878,0.012,0.582215,BelOpt,modular_addition
2,6,4.838343545794487,0.0125,0.698188,BelOpt,modular_addition
2,7,4.796394407749176,0.0125,0.814175,BelOpt,modular_addition
2,8,4.757190331816673,0.011,0.930221,BelOpt,modular_addition
2,9,4.73242349922657,0.012,1.046141,BelOpt,modular_addition
2,10,4.71586112678051,0.011,1.162761,BelOpt,modular_addition
2,11,4.694358244538307,0.011,1.279927,BelOpt,modular_addition
2,12,4.678436845541,0.0105,1.395077,BelOpt,modular_addition
2,13,4.662346184253693,0.0115,1.510341,BelOpt,modular_addition
2,14,4.653427287936211,0.012,1.625149,BelOpt,modular_addition
2,15,4.6460054367780685,0.0145,1.739833,BelOpt,modular_addition
2,16,4.635899230837822,0.0145,1.855297,BelOpt,modular_addition
2,17,4.628002300858498,0.0145,1.969905,BelOpt,modular_addition
2,18,4.62764236330986,0.0155,2.084632,BelOpt,modular_addition
2,19,4.619081914424896,0.0155,2.199793,BelOpt,modular_addition
2,20,4.611971378326416,0.0135,2.314837,BelOpt,modular_addition
2,21,4.606624066829681,0.016,2.431367,BelOpt,modular_addition
2,22,4.602026715874672,0.016,2.547421,BelOpt,modular_addition
2,23,4.599431037902832,0.013,2.663304,BelOpt,modular_addition
2,24,4.594882354140282,0.0155,2.779704,BelOpt,modular_addition
2,25,4.58989243209362,0.014,2.895324,BelOpt,modular_addition
2,26,4.589406877756119,0.0155,3.011255,BelOpt,modular_addition
2,27,4.587212979793549,0.0155,3.127315,BelOpt,modular_addition
2,28,4.580188542604446,0.015,3.244132,BelOpt,modular_addition
2,29,4.582695811986923,0.0165,3.362277,BelOpt,modular_addition
2,30,4.578099817037582,0.019,3.479999,BelOpt,modular_addition
2,31,4.578026205301285,0.017,3.597033,BelOpt,modular_addition
2,32,4.573929488658905,0.0165,3.714005,BelOpt,modular_addition
2,33,4.570308864116669,0.0165,3.830956,BelOpt,modular_addition
2,34,4.570218443870544,0.017,3.947492,BelOpt,modular_addition
2,35,4.56895811855793,0.0165,4.064318,BelOpt,modular_addition
2,36,4.571686297655106,0.017,4.181748,BelOpt,modular_addition
2,37,4.5661167204380035,0.018,4.296343,BelOpt,modular_addition
2,38,4.5624998807907104,0.0175,4.412248,BelOpt,modular_addition
2,39,4.5631145387887955,0.016,4.528029,BelOpt,modular_addition
2,40,4.563046723604202,0.0165,4.642657,BelOpt,modular_addition
2,41,4.558415859937668,0.016,4.75798,BelOpt,modular_addition
2,42,4.557438403367996,0.0165,4.87339,BelOpt,modular_addition
2,43,4.557050779461861,0.015,4.988988,BelOpt,modular_addition
2,44,4.55909737944603,0.0165,5.104688,BelOpt,modular_addition
2,45,4.554736092686653,0.0175,5.220094,BelOpt,modular_addition
2,46,4.5558784902095795,0.019,5.33521,BelOpt,modular_addition
2,47,4.55508092045784,0.019,5.449331,BelOpt,modular_addition
2,48,4.552858233451843,0.019,5.564354,BelOpt,modular_addition
2,49,4.553012669086456,0.0185,5.679598,BelOpt,modular_addition
2,50,4.552372366189957,0.0185,5.794261,BelOpt,modular_addition
0,1,6.2354971170425415,0.014,0.115259,BelOpt,modular_addition
0,2,5.816893234848976,0.013,0.231165,BelOpt,modular_addition
0,3,5.552928775548935,0.0135,0.345862,BelOpt,modular_addition
0,4,5.357106879353523,0.013,0.46373,BelOpt,modular_addition
0,5,5.183446511626244,0.0135,0.578321,BelOpt,modular_addition
0,6,5.063287049531937,0.0155,0.692573,BelOpt,modular_addition
0,7,4.9793389439582825,0.0155,0.806894,BelOpt,modular_addition
0,8,4.90232315659523,0.0145,0.921111,BelOpt,modular_addition
0,9,4.862513020634651,0.0135,1.040795,BelOpt,modular_addition
0,10,4.811805471777916,0.014,1.156608,BelOpt,modular_addition
0,11,4.777239978313446,0.013,1.272358,BelOpt,modular_addition
0,12,4.745872691273689,0.0125,1.388528,BelOpt,modular_addition
0,13,4.71606807410717,0.0105,1.504562,BelOpt,modular_addition
0,14,4.705629914999008,0.0115,1.620935,BelOpt,modular_addition
0,15,4.689733177423477,0.0125,1.737796,BelOpt,modular_addition
0,16,4.671398118138313,0.011,1.853891,BelOpt,modular_addition
0,17,4.6660826206207275,0.01,1.97063,BelOpt,modular_addition
0,18,4.651488959789276,0.0095,2.086814,BelOpt,modular_addition
0,19,4.644907578825951,0.0115,2.203617,BelOpt,modular_addition
0,20,4.634336590766907,0.0095,2.31996,BelOpt,modular_addition
0,21,4.631909936666489,0.01,2.435332,BelOpt,modular_addition
0,22,4.619110062718391,0.0115,2.554196,BelOpt,modular_addition
0,23,4.621826022863388,0.0115,2.672714,BelOpt,modular_addition
0,24,4.612277925014496,0.0125,2.790892,BelOpt,modular_addition
0,25,4.605449095368385,0.0135,2.909482,BelOpt,modular_addition
0,26,4.602319777011871,0.013,3.025616,BelOpt,modular_addition
0,27,4.5966382175683975,0.0115,3.141109,BelOpt,modular_addition
0,28,4.593363165855408,0.0125,3.257462,BelOpt,modular_addition
0,29,4.590239569544792,0.0125,3.374233,BelOpt,modular_addition
0,30,4.588940426707268,0.0125,3.490343,BelOpt,modular_addition
0,31,4.58527447283268,0.012,3.606175,BelOpt,modular_addition
0,32,4.581359773874283,0.01,3.72343,BelOpt,modular_addition
0,33,4.58284330368042,0.0115,3.84057,BelOpt,modular_addition
0,34,4.574227049946785,0.0105,3.957249,BelOpt,modular_addition
0,35,4.57898510992527,0.0135,4.07282,BelOpt,modular_addition
0,36,4.577589824795723,0.0115,4.188489,BelOpt,modular_addition
0,37,4.574350342154503,0.0135,4.304702,BelOpt,modular_addition
0,38,4.570124223828316,0.0135,4.419923,BelOpt,modular_addition
0,39,4.569731190800667,0.014,4.537067,BelOpt,modular_addition
0,40,4.566571235656738,0.0135,4.651682,BelOpt,modular_addition
0,41,4.5610368102788925,0.0145,4.766266,BelOpt,modular_addition
0,42,4.562963515520096,0.0135,4.880854,BelOpt,modular_addition
0,43,4.560075059533119,0.014,4.995579,BelOpt,modular_addition
0,44,4.561762198805809,0.0145,5.109849,BelOpt,modular_addition
0,45,4.560904264450073,0.0125,5.223815,BelOpt,modular_addition
0,46,4.558797776699066,0.0145,5.344867,BelOpt,modular_addition
0,47,4.556317120790482,0.015,5.462061,BelOpt,modular_addition
0,48,4.555807054042816,0.0145,5.576931,BelOpt,modular_addition
0,49,4.5602696388959885,0.0155,5.697142,BelOpt,modular_addition
0,50,4.557066276669502,0.015,5.811948,BelOpt,modular_addition
1,1,6.306180194020271,0.009,0.116214,BelOpt,modular_addition
1,2,5.814601749181747,0.0095,0.230739,BelOpt,modular_addition
1,3,5.5041833370924,0.0095,0.346123,BelOpt,modular_addition
1,4,5.276186674833298,0.011,0.461653,BelOpt,modular_addition
1,5,5.116690516471863,0.011,0.577021,BelOpt,modular_addition
1,6,5.010053917765617,0.009,0.692765,BelOpt,modular_addition
1,7,4.918136179447174,0.01,0.810717,BelOpt,modular_addition
1,8,4.855627238750458,0.0105,0.92723,BelOpt,modular_addition
1,9,4.818738549947739,0.009,1.042121,BelOpt,modular_addition
1,10,4.7710156589746475,0.0105,1.158392,BelOpt,modular_addition
1,11,4.742186531424522,0.009,1.273521,BelOpt,modular_addition
1,12,4.714888796210289,0.0105,1.392737,BelOpt,modular_addition
1,13,4.697111934423447,0.012,1.511379,BelOpt,modular_addition
1,14,4.684401020407677,0.0135,1.631956,BelOpt,modular_addition
1,15,4.666189640760422,0.0125,1.750234,BelOpt,modular_addition
1,16,4.654373869299889,0.0155,1.867108,BelOpt,modular_addition
1,17,4.641528695821762,0.015,1.983869,BelOpt,modular_addition
1,18,4.637794584035873,0.0155,2.101198,BelOpt,modular_addition
1,19,4.623026445508003,0.016,2.218624,BelOpt,modular_addition
1,20,4.620088532567024,0.017,2.335341,BelOpt,modular_addition
1,21,4.613873779773712,0.0175,2.452747,BelOpt,modular_addition
1,22,4.608823657035828,0.017,2.569886,BelOpt,modular_addition
1,23,4.6027296632528305,0.0175,2.68932,BelOpt,modular_addition
1,24,4.5966861844062805,0.018,2.806896,BelOpt,modular_addition
1,25,4.59675832092762,0.0195,2.924672,BelOpt,modular_addition
1,26,4.587840110063553,0.019,3.042367,BelOpt,modular_addition
1,27,4.586765930056572,0.0185,3.160017,BelOpt,modular_addition
1,28,4.58233168721199,0.019,3.281498,BelOpt,modular_addition
1,29,4.575750112533569,0.0195,3.399439,BelOpt,modular_addition
1,30,4.575362652540207,0.0195,3.518744,BelOpt,modular_addition
1,31,4.573966234922409,0.0195,3.647268,BelOpt,modular_addition
1,32,4.568725183606148,0.018,3.768636,BelOpt,modular_addition
1,33,4.566536009311676,0.02,3.888905,BelOpt,modular_addition
1,34,4.566524431109428,0.021,4.006765,BelOpt,modular_addition
1,35,4.561959058046341,0.02,4.125176,BelOpt,modular_addition
1,36,4.562450557947159,0.0205,4.245051,BelOpt,modular_addition
1,37,4.562729045748711,0.019,4.364576,BelOpt,modular_addition
1,38,4.558667376637459,0.0175,4.485295,BelOpt,modular_addition
1,39,4.559923559427261,0.0175,4.605156,BelOpt,modular_addition
1,40,4.5603173822164536,0.0175,4.724952,BelOpt,modular_addition
1,41,4.556294605135918,0.019,4.8449,BelOpt,modular_addition
1,42,4.554773271083832,0.0195,4.96752,BelOpt,modular_addition
1,43,4.552747160196304,0.0185,5.092174,BelOpt,modular_addition
1,44,4.553482934832573,0.017,5.215134,BelOpt,modular_addition
1,45,4.551118642091751,0.0165,5.334341,BelOpt,modular_addition
1,46,4.55182971060276,0.0195,5.451801,BelOpt,modular_addition
1,47,4.550952225923538,0.018,5.568995,BelOpt,modular_addition
1,48,4.549974858760834,0.0175,5.687843,BelOpt,modular_addition
1,49,4.547735035419464,0.019,5.808989,BelOpt,modular_addition
1,50,4.54744066298008,0.0185,5.934655,BelOpt,modular_addition
2,1,5.393263101577759,0.009,0.123074,BelOpt,modular_addition
2,2,5.186333134770393,0.009,0.241441,BelOpt,modular_addition
2,3,5.045838430523872,0.009,0.358954,BelOpt,modular_addition
2,4,4.934145852923393,0.009,0.476779,BelOpt,modular_addition
2,5,4.861015439033508,0.012,0.597181,BelOpt,modular_addition
2,6,4.815118581056595,0.0125,0.715139,BelOpt,modular_addition
2,7,4.773167237639427,0.0125,0.835085,BelOpt,modular_addition
2,8,4.734934389591217,0.011,0.954932,BelOpt,modular_addition
2,9,4.710831820964813,0.0105,1.070392,BelOpt,modular_addition
2,10,4.694462567567825,0.0105,1.185689,BelOpt,modular_addition
2,11,4.6744377464056015,0.0115,1.300944,BelOpt,modular_addition
2,12,4.658617794513702,0.0115,1.415581,BelOpt,modular_addition
2,13,4.643556371331215,0.012,1.530563,BelOpt,modular_addition
2,14,4.634702041745186,0.013,1.648567,BelOpt,modular_addition
2,15,4.62797150015831,0.0145,1.767977,BelOpt,modular_addition
2,16,4.618639796972275,0.015,1.887698,BelOpt,modular_addition
2,17,4.611608773469925,0.014,2.00748,BelOpt,modular_addition
2,18,4.610494926571846,0.014,2.12678,BelOpt,modular_addition
2,19,4.6031143963336945,0.0145,2.245318,BelOpt,modular_addition
2,20,4.596570447087288,0.013,2.364855,BelOpt,modular_addition
2,21,4.591894939541817,0.0135,2.48297,BelOpt,modular_addition
2,22,4.587486699223518,0.015,2.601427,BelOpt,modular_addition
2,23,4.585654526948929,0.0135,2.717539,BelOpt,modular_addition
2,24,4.582016289234161,0.0125,2.835813,BelOpt,modular_addition
2,25,4.577478542923927,0.0135,2.952523,BelOpt,modular_addition
2,26,4.576675534248352,0.0145,3.068276,BelOpt,modular_addition
2,27,4.574793294072151,0.014,3.184385,BelOpt,modular_addition
2,28,4.5690711587667465,0.0165,3.301031,BelOpt,modular_addition
2,29,4.5705060213804245,0.016,3.417167,BelOpt,modular_addition
2,30,4.567040279507637,0.016,3.53353,BelOpt,modular_addition
2,31,4.566571354866028,0.015,3.650258,BelOpt,modular_addition
2,32,4.563537642359734,0.015,3.769254,BelOpt,modular_addition
2,33,4.559923976659775,0.016,3.884765,BelOpt,modular_addition
2,34,4.560637786984444,0.0165,3.999376,BelOpt,modular_addition
2,35,4.5593511164188385,0.015,4.113843,BelOpt,modular_addition
2,36,4.561503916978836,0.0135,4.228733,BelOpt,modular_addition
2,37,4.556222960352898,0.014,4.343697,BelOpt,modular_addition
2,38,4.553800255060196,0.015,4.458824,BelOpt,modular_addition
2,39,4.554733574390411,0.0155,4.575227,BelOpt,modular_addition
2,40,4.554966002702713,0.016,4.693213,BelOpt,modular_addition
2,41,4.550060540437698,0.0155,4.809157,BelOpt,modular_addition
2,42,4.549936190247536,0.0155,4.925428,BelOpt,modular_addition
2,43,4.549390107393265,0.0165,5.040594,BelOpt,modular_addition
2,44,4.552004441618919,0.0155,5.156726,BelOpt,modular_addition
2,45,4.548802122473717,0.0175,5.272521,BelOpt,modular_addition
2,46,4.548018515110016,0.018,5.388333,BelOpt,modular_addition
2,47,4.547899305820465,0.017,5.5038,BelOpt,modular_addition
2,48,4.546216905117035,0.017,5.621827,BelOpt,modular_addition
2,49,4.547677397727966,0.0185,5.739153,BelOpt,modular_addition
2,50,4.546484351158142,0.0175,5.855011,BelOpt,modular_addition
0,1,6.248641058802605,0.014,0.115387,BelOpt,modular_addition
0,2,5.846803724765778,0.014,0.230759,BelOpt,modular_addition
0,3,5.592052206397057,0.014,0.345869,BelOpt,modular_addition
0,4,5.401135832071304,0.0135,0.461279,BelOpt,modular_addition
0,5,5.2285304218530655,0.013,0.576346,BelOpt,modular_addition
0,6,5.107527628540993,0.0145,0.693324,BelOpt,modular_addition
0,7,5.021726340055466,0.0135,0.808479,BelOpt,modular_addition
0,8,4.9418589770793915,0.0135,0.924779,BelOpt,modular_addition
0,9,4.900682508945465,0.0135,1.042674,BelOpt,modular_addition
0,10,4.847443759441376,0.013,1.159352,BelOpt,modular_addition
0,11,4.810729801654816,0.014,1.277299,BelOpt,modular_addition
0,12,4.77771458029747,0.0155,1.394892,BelOpt,modular_addition
0,13,4.745516732335091,0.011,1.513433,BelOpt,modular_addition
0,14,4.7347875237464905,0.0105,1.63273,BelOpt,modular_addition
0,15,4.717751234769821,0.0135,1.750341,BelOpt,modular_addition
0,16,4.697468504309654,0.0115,1.86627,BelOpt,modular_addition
0,17,4.69276724755764,0.0105,1.982791,BelOpt,modular_addition
0,18,4.676711291074753,0.012,2.099628,BelOpt,modular_addition
0,19,4.668266415596008,0.013,2.216419,BelOpt,modular_addition
0,20,4.6564261466264725,0.0115,2.332469,BelOpt,modular_addition
0,21,4.654598340392113,0.012,2.449901,BelOpt,modular_addition
0,22,4.639977231621742,0.0105,2.56721,BelOpt,modular_addition
0,23,4.6431009620428085,0.0105,2.685179,BelOpt,modular_addition
0,24,4.631954610347748,0.0105,2.803188,BelOpt,modular_addition
0,25,4.624597921967506,0.011,2.920307,BelOpt,modular_addition
0,26,4.62153172492981,0.0095,3.037777,BelOpt,modular_addition
0,27,4.615595072507858,0.011,3.155773,BelOpt,modular_addition
0,28,4.61130265891552,0.013,3.272921,BelOpt,modular_addition
0,29,4.606699496507645,0.011,3.390882,BelOpt,modular_addition
0,30,4.606666281819344,0.013,3.507969,BelOpt,modular_addition
0,31,4.602924659848213,0.0145,3.625826,BelOpt,modular_addition
0,32,4.597584038972855,0.013,3.743365,BelOpt,modular_addition
0,33,4.598684296011925,0.015,3.860935,BelOpt,modular_addition
0,34,4.589821770787239,0.014,3.978915,BelOpt,modular_addition
0,35,4.595547690987587,0.0145,4.096765,BelOpt,modular_addition
0,36,4.594429433345795,0.0145,4.213812,BelOpt,modular_addition
0,37,4.589075684547424,0.0165,4.330194,BelOpt,modular_addition
0,38,4.5840193927288055,0.0135,4.446653,BelOpt,modular_addition
0,39,4.583938956260681,0.0165,4.562985,BelOpt,modular_addition
0,40,4.5801597237586975,0.0165,4.681777,BelOpt,modular_addition
0,41,4.5746490359306335,0.017,4.800045,BelOpt,modular_addition
0,42,4.575094893574715,0.018,4.919359,BelOpt,modular_addition
0,43,4.572848483920097,0.016,5.038191,BelOpt,modular_addition
0,44,4.574337363243103,0.017,5.156817,BelOpt,modular_addition
0,45,4.5710843205451965,0.0175,5.277327,BelOpt,modular_addition
0,46,4.570096522569656,0.0165,5.396274,BelOpt,modular_addition
0,47,4.565628290176392,0.019,5.521267,BelOpt,modular_addition
0,48,4.566494986414909,0.0175,5.641207,BelOpt,modular_addition
0,49,4.572243720293045,0.019,5.759246,BelOpt,modular_addition
0,50,4.567313343286514,0.019,5.883676,BelOpt,modular_addition
1,1,6.320883437991142,0.009,0.119397,BelOpt,modular_addition
1,2,5.849610045552254,0.0095,0.238881,BelOpt,modular_addition
1,3,5.547834068536758,0.0095,0.358498,BelOpt,modular_addition
1,4,5.32227498292923,0.011,0.47764,BelOpt,modular_addition
1,5,5.16181580722332,0.0105,0.59718,BelOpt,modular_addition
1,6,5.054226577281952,0.009,0.71634,BelOpt,modular_addition
1,7,4.958667173981667,0.0095,0.834321,BelOpt,modular_addition
1,8,4.892919018864632,0.01,0.98965,BelOpt,modular_addition
1,9,4.85383340716362,0.01,1.107976,BelOpt,modular_addition
1,10,4.802287295460701,0.011,1.226018,BelOpt,modular_addition
1,11,4.771853685379028,0.0105,1.344169,BelOpt,modular_addition
1,12,4.742458298802376,0.0115,1.462339,BelOpt,modular_addition
1,13,4.723708435893059,0.011,1.580027,BelOpt,modular_addition
1,14,4.710123419761658,0.014,1.697975,BelOpt,modular_addition
1,15,4.69137978553772,0.012,1.818152,BelOpt,modular_addition
1,16,4.679015949368477,0.014,1.938691,BelOpt,modular_addition
1,17,4.664964377880096,0.014,2.056446,BelOpt,modular_addition
1,18,4.662125006318092,0.0175,2.172222,BelOpt,modular_addition
1,19,4.644454717636108,0.017,2.287916,BelOpt,modular_addition
1,20,4.6425007581710815,0.017,2.403457,BelOpt,modular_addition
1,21,4.635442242026329,0.0175,2.51869,BelOpt,modular_addition
1,22,4.6292814463377,0.017,2.634213,BelOpt,modular_addition
1,23,4.62278088927269,0.0185,2.750148,BelOpt,modular_addition
1,24,4.616189569234848,0.016,2.865794,BelOpt,modular_addition
1,25,4.61641851067543,0.016,2.981995,BelOpt,modular_addition
1,26,4.605685859918594,0.0175,3.098171,BelOpt,modular_addition
1,27,4.604311883449554,0.019,3.215942,BelOpt,modular_addition
1,28,4.600405439734459,0.018,3.330599,BelOpt,modular_addition
1,29,4.592658817768097,0.018,3.445692,BelOpt,modular_addition
